movieid,title,kind,year,genre,plot,runtime,rating,url,image,trailer
4998632,Ambulance,movie,2022,"[''Action'', ''Crime'', ''Drama'', ''Thriller'']",None,136,6.1,https://www.imdb.com/title/tt4998632/,"[''https://m.media-amazon.com/images/M/MV5BYjUyN2VlZGEtNGEyZC00YjViLTgwYmQtZDJiM2FlOTU3Mjg2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX190_CR0,10,190,281_.jpg'', ''https://m.media-amazon.com/images/M/MV5BYjUyN2VlZGEtNGEyZC00YjViLTgwYmQtZDJiM2FlOTU3Mjg2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX285_CR0,15,285,422_.jpg'', ''https://m.media-amazon.com/images/M/MV5BYjUyN2VlZGEtNGEyZC00YjViLTgwYmQtZDJiM2FlOTU3Mjg2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX380_CR0,20,380,562_.jpg'']",https://www.youtube.com/embed/7NU-STboFeI
